id,sentiment,timestamp
1269380645643567109,0,2020-06-06 21:28:24
1269380188221177857,-1,2020-06-06 21:26:35
1269380181791248385,1,2020-06-06 21:26:33
1269379103003639810,-1,2020-06-06 21:22:16
1269378707392802816,1,2020-06-06 21:20:42
1269378377531764737,0,2020-06-06 21:19:23
1269378228474589189,0,2020-06-06 21:18:48
1269378082047229953,1,2020-06-06 21:18:13
1269377481343197185,1,2020-06-06 21:15:50
1269377481343197185,0,2020-06-06 21:15:50
1269377380717641728,-1,2020-06-06 21:15:26
1269377270436806657,1,2020-06-06 21:14:59
1269376680780578817,-1,2020-06-06 21:12:39
1269376105963827202,1,2020-06-06 21:10:22
1269376092881801219,1,2020-06-06 21:10:19
1269376084031799304,1,2020-06-06 21:10:16
1269376005657018369,1,2020-06-06 21:09:58
1269375800186413058,-1,2020-06-06 21:09:09
1269375782071291912,0,2020-06-06 21:09:04
1269375782071291912,-1,2020-06-06 21:09:04
1269375153298956288,1,2020-06-06 21:06:35
1269374780026826752,1,2020-06-06 21:05:06
1269374780026826752,0,2020-06-06 21:05:06
1269374597448847361,1,2020-06-06 21:04:22
1269374560836730880,0,2020-06-06 21:04:13
1269374433258504195,-1,2020-06-06 21:03:43
1269374039916773376,-1,2020-06-06 21:02:09
1269373666967592960,1,2020-06-06 21:00:40
1269373539901153280,1,2020-06-06 21:00:10
1269373212049068032,-1,2020-06-06 20:58:52
1269372462736834563,-1,2020-06-06 20:55:53
1269371466778398720,1,2020-06-06 20:51:56
1269370838492631046,-1,2020-06-06 20:49:26
1269370628521500673,0,2020-06-06 20:48:36
1269370587429965826,1,2020-06-06 20:48:26
1269369763232391168,0,2020-06-06 20:45:09
1269369502057324547,1,2020-06-06 20:44:07
1269369159755821056,-1,2020-06-06 20:42:46
1269369069012234241,0,2020-06-06 20:42:24
1269056225326641154,0,2020-06-05 23:59:16
1269055581731672064,1,2020-06-05 23:56:43
1269055528161947650,1,2020-06-05 23:56:30
1269054431703621632,1,2020-06-05 23:52:09
1269054253131153408,1,2020-06-05 23:51:26
1269054050865209347,-1,2020-06-05 23:50:38
1269053610660225025,1,2020-06-05 23:48:53
1269053548932857857,1,2020-06-05 23:48:38
1269053157654409216,1,2020-06-05 23:47:05
1269053156924801024,-1,2020-06-05 23:47:05
1269052967245750273,-1,2020-06-05 23:46:19
1269052874413142016,1,2020-06-05 23:45:57
1269052776576888832,1,2020-06-05 23:45:34
1269052641499156480,0,2020-06-05 23:45:02
1269052470921179139,-1,2020-06-05 23:44:21
1269052411643146241,1,2020-06-05 23:44:07
1269052335734521856,-1,2020-06-05 23:43:49
1269052281774911488,1,2020-06-05 23:43:36
1269052225311178757,1,2020-06-05 23:43:23
1269050482594590726,-1,2020-06-05 23:36:27
1269049531452264448,0,2020-06-05 23:32:40
1269049460195069954,1,2020-06-05 23:32:23
1269048870253793280,1,2020-06-05 23:30:03
1269047795417092096,1,2020-06-05 23:25:46
1269047662181040128,1,2020-06-05 23:25:15
1269047660771770370,0,2020-06-05 23:25:14
1269047447310958593,1,2020-06-05 23:24:23
1269047317526654989,0,2020-06-05 23:23:52
1269047007894700032,1,2020-06-05 23:22:39
1269046964227731456,1,2020-06-05 23:22:28
1269046513432326144,1,2020-06-05 23:20:41
1269046497883983873,1,2020-06-05 23:20:37
1269046237623234560,1,2020-06-05 23:19:35
1269046217587208193,-1,2020-06-05 23:19:30
1269045741516800001,1,2020-06-05 23:17:37
1269045349781405696,0,2020-06-05 23:16:03
1269045314662682627,0,2020-06-05 23:15:55
1269045008843313153,0,2020-06-05 23:14:42
1269044884805017600,1,2020-06-05 23:14:12
1269044536400965633,0,2020-06-05 23:12:49
1269044513172938752,1,2020-06-05 23:12:44
1269044344574447617,1,2020-06-05 23:12:04
1269044170162749440,1,2020-06-05 23:11:22
1269044129553502209,0,2020-06-05 23:11:12
1269043894626521095,1,2020-06-05 23:10:16
1269043293486116866,0,2020-06-05 23:07:53
1269041736275329026,1,2020-06-05 23:01:42
1269041474961735682,0,2020-06-05 23:00:39
1269041426228219905,0,2020-06-05 23:00:28
1269041414219808769,1,2020-06-05 23:00:25
1269041088658116608,1,2020-06-05 22:59:07
1269040994122678278,-1,2020-06-05 22:58:45
1269040226934165508,-1,2020-06-05 22:55:42
1269040138459336704,1,2020-06-05 22:55:21
1269039985136713729,1,2020-06-05 22:54:44
1269039563726557186,0,2020-06-05 22:53:04
1269039037609766913,1,2020-06-05 22:50:58
1269038522704506880,1,2020-06-05 22:48:56
1269038442022948866,0,2020-06-05 22:48:36
1269038083141365760,1,2020-06-05 22:47:11
1269037474866741249,0,2020-06-05 22:44:46
1269037405572665346,-1,2020-06-05 22:44:29
1269037191751032833,1,2020-06-05 22:43:38
1269036465133981696,0,2020-06-05 22:40:45
1269036273962045440,1,2020-06-05 22:39:59
1269036041484132354,1,2020-06-05 22:39:04
1269035993736380416,-1,2020-06-05 22:38:53
1269035971250536448,1,2020-06-05 22:38:47
1269035679083900932,0,2020-06-05 22:37:38
1269035222940540929,1,2020-06-05 22:35:49
1269034729900294156,0,2020-06-05 22:33:51
1269034624761634816,1,2020-06-05 22:33:26
1269034390820175873,1,2020-06-05 22:32:30
1269034270485430272,0,2020-06-05 22:32:02
1269033822517067777,0,2020-06-05 22:30:15
1269033678606229504,1,2020-06-05 22:29:41
1269033625296744449,0,2020-06-05 22:29:28
1269032546475655176,1,2020-06-05 22:25:11
1269032264131915776,1,2020-06-05 22:24:03
1269031647632142338,0,2020-06-05 22:21:36
1269031505231327234,1,2020-06-05 22:21:02
1269031484427509761,1,2020-06-05 22:20:58
1269031426017681413,1,2020-06-05 22:20:44
1269030368004497409,0,2020-06-05 22:16:31
1269029803786743811,1,2020-06-05 22:14:17
1269029525096148994,0,2020-06-05 22:13:10
1269029023889399808,0,2020-06-05 22:11:11
1269028583072321536,-1,2020-06-05 22:09:26
1269028199092162560,1,2020-06-05 22:07:54
1269028176887533569,1,2020-06-05 22:07:49
1269027219982241801,1,2020-06-05 22:04:01
1269026990331478016,1,2020-06-05 22:03:06
1269026396153589760,-1,2020-06-05 22:00:44
1269025002940174337,0,2020-06-05 21:55:12
1269024256974901248,-1,2020-06-05 21:52:14
1269023962845102080,0,2020-06-05 21:51:04
1269023557633351682,0,2020-06-05 21:49:28
1269023077754703874,1,2020-06-05 21:47:33
1269020991621001216,0,2020-06-05 21:39:16
1269019742485876738,1,2020-06-05 21:34:18
1269017277606825991,1,2020-06-05 21:24:30
1269016241957736448,0,2020-06-05 21:20:23
1269016225654484994,1,2020-06-05 21:20:20
1269015467999584256,0,2020-06-05 21:17:19
1269015391323463680,1,2020-06-05 21:17:01
1269015161484034048,1,2020-06-05 21:16:06
1269014928192667652,-1,2020-06-05 21:15:10
1269014837461430273,1,2020-06-05 21:14:49
1269014443452661766,0,2020-06-05 21:13:15
1269014100815863810,1,2020-06-05 21:11:53
1269014052136722440,1,2020-06-05 21:11:41
1269013734644543488,0,2020-06-05 21:10:26
1269013696124268545,0,2020-06-05 21:10:16
1269012263786012673,0,2020-06-05 21:04:35
1268694004683735041,-1,2020-06-04 23:59:56
1268693739414925313,-1,2020-06-04 23:58:53
1268693378905980929,0,2020-06-04 23:57:27
1268692813367013376,-1,2020-06-04 23:55:12
1268692603786022913,1,2020-06-04 23:54:22
1268692571754283016,-1,2020-06-04 23:54:14
1268692350244536320,0,2020-06-04 23:53:22
1268691096403611649,-1,2020-06-04 23:48:23
1268690134137962499,-1,2020-06-04 23:44:33
1268689642339143680,-1,2020-06-04 23:42:36
1268689442002178049,0,2020-06-04 23:41:48
1268689367951966210,1,2020-06-04 23:41:31
1268688103763398657,-1,2020-06-04 23:36:29
1268688047899414528,1,2020-06-04 23:36:16
1268687982313107456,-1,2020-06-04 23:36:00
1268687411925532672,1,2020-06-04 23:33:44
1268687321014194176,1,2020-06-04 23:33:23
1268685865397690368,1,2020-06-04 23:27:36
1268685740814282753,-1,2020-06-04 23:27:06
1268684909876559876,0,2020-06-04 23:23:48
1268684598076211201,1,2020-06-04 23:22:33
1268684147758858241,1,2020-06-04 23:20:46
1268683121001738242,-1,2020-06-04 23:16:41
1268682961328713728,1,2020-06-04 23:16:03
1268682623288778752,-1,2020-06-04 23:14:43
1268682576241328130,1,2020-06-04 23:14:31
1268682568058183686,1,2020-06-04 23:14:29
1268681507025158145,1,2020-06-04 23:10:16
1268681119018348544,-1,2020-06-04 23:08:44
1268680590427029505,0,2020-06-04 23:06:38
1268680215464742913,-1,2020-06-04 23:05:08
1268680107666944013,-1,2020-06-04 23:04:43
1268680051119226885,1,2020-06-04 23:04:29
1268679856432263169,1,2020-06-04 23:03:43
1268678955260928004,1,2020-06-04 23:00:08
1268678827124891651,0,2020-06-04 22:59:37
1268678652515909633,0,2020-06-04 22:58:56
1268678073047605248,0,2020-06-04 22:56:38
1268677727541882880,1,2020-06-04 22:55:15
1268677287148498945,0,2020-06-04 22:53:30
1268677174938271749,0,2020-06-04 22:53:04
1268677088703381506,-1,2020-06-04 22:52:43
1268676779608207360,0,2020-06-04 22:51:29
1268675708655742976,1,2020-06-04 22:47:14
1268674833509945351,1,2020-06-04 22:43:45
1268674631809941504,0,2020-06-04 22:42:57
1268674276112175104,-1,2020-06-04 22:41:32
1268674248576397312,0,2020-06-04 22:41:26
1268674149578240000,1,2020-06-04 22:41:02
1268673346062950405,-1,2020-06-04 22:37:51
1268672913114370049,0,2020-06-04 22:36:07
1268672497085448194,1,2020-06-04 22:34:28
1268672355003318273,0,2020-06-04 22:33:54
1268672104234450946,0,2020-06-04 22:32:55
1268672017227628544,1,2020-06-04 22:32:34
1268671689174515719,-1,2020-06-04 22:31:16
1268671481044746243,0,2020-06-04 22:30:26
1268671260579397632,0,2020-06-04 22:29:33
1268670301359013888,1,2020-06-04 22:25:45
1268669131064324099,-1,2020-06-04 22:21:06
1268668693569028096,-1,2020-06-04 22:19:21
1268668594147254272,-1,2020-06-04 22:18:58
1268668476362760193,-1,2020-06-04 22:18:30
1268668451129827328,-1,2020-06-04 22:18:24
1268667914611277826,-1,2020-06-04 22:16:16
1268667611732156416,-1,2020-06-04 22:15:03
